lieu,type_lieu,parent_lieu,parent_slug,marque,date_information,prix_paquet_eur,prix_paquet_local,devise_locale_code,devise_locale_nom,prix_moyen_eur_courant,prix_min_eur_courant,prix_max_eur_courant,prix_moyen_local_courant,prix_min_local_courant,prix_max_local_courant,date_derniere_mise_a_jour,annee_page,source_url,source_page_url,source_type
Tivat,ville,Monténégro,montenegro,Marlboro,2026-04-24,3.7,,,,3.7,3.3,4,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/montenegro/tivat/,https://www.combien-coute.net/cigarette/montenegro/tivat/,detail
Ulcinj,ville,Monténégro,montenegro,Marlboro,2026-04-24,3.5,,,,3.5,3,4,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/montenegro/ulcinj/,https://www.combien-coute.net/cigarette/montenegro/ulcinj/,detail
Maputo,ville,Mozambique,mozambique,Marlboro,2026-04-16,2.19,165,MZN,Metical,2.19,1.99,2.65,165,150,200,2026-04-16,2026,https://www.combien-coute.net/cigarette/mozambique/maputo/,https://www.combien-coute.net/cigarette/mozambique/maputo/,detail
Tete,ville,Mozambique,mozambique,Marlboro,2017-11-21,2.11,150,MZN,Metical,2.11,,,150,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/mozambique/tete/,https://www.combien-coute.net/cigarette/mozambique/tete/,detail
Gobabis,ville,Namibie,namibie,Marlboro,2026-04-14,2.65,51,$ (NAD),Dollar namibien,2.65,2.18,3.32,51,42,64,2026-04-14,2026,https://www.combien-coute.net/cigarette/namibie/gobabis/,https://www.combien-coute.net/cigarette/namibie/gobabis/,detail
Okahandja,ville,Namibie,namibie,Marlboro,2026-04-16,2.64,51,$ (NAD),Dollar namibien,2.64,2.17,3.31,51,42,64,2026-04-16,2026,https://www.combien-coute.net/cigarette/namibie/okahandja/,https://www.combien-coute.net/cigarette/namibie/okahandja/,detail
Otjiwarongo,ville,Namibie,namibie,Marlboro,2026-04-13,2.66,51,$ (NAD),Dollar namibien,2.66,2.19,3.34,51,42,64,2026-04-13,2026,https://www.combien-coute.net/cigarette/namibie/otjiwarongo/,https://www.combien-coute.net/cigarette/namibie/otjiwarongo/,detail
Outjo,ville,Namibie,namibie,Marlboro,2026-04-13,2.66,51,$ (NAD),Dollar namibien,2.66,2.19,3.34,51,42,64,2026-04-13,2026,https://www.combien-coute.net/cigarette/namibie/outjo/,https://www.combien-coute.net/cigarette/namibie/outjo/,detail
Swakopmund,ville,Namibie,namibie,Marlboro,2026-04-26,2.83,55,$ (NAD),Dollar namibien,2.83,,,55,,,2026-04-26,2026,https://www.combien-coute.net/cigarette/namibie/swakopmund/,https://www.combien-coute.net/cigarette/namibie/swakopmund/,detail
Usakos,ville,Namibie,namibie,Marlboro,2026-04-14,2.65,51,$ (NAD),Dollar namibien,2.65,2.18,3.32,51,42,64,2026-04-14,2026,https://www.combien-coute.net/cigarette/namibie/usakos/,https://www.combien-coute.net/cigarette/namibie/usakos/,detail
Walvis Bay,ville,Namibie,namibie,Marlboro,2025-01-12,2.57,50,$ (NAD),Dollar namibien,2.57,,,50,,,2025-01-12,2026,https://www.combien-coute.net/cigarette/namibie/walvis-bay/,https://www.combien-coute.net/cigarette/namibie/walvis-bay/,detail
Windhoek,ville,Namibie,namibie,Marlboro,2026-04-16,2.64,51,$ (NAD),Dollar namibien,2.64,2.17,3.31,51,42,64,2026-04-16,2026,https://www.combien-coute.net/cigarette/namibie/windhoek/,https://www.combien-coute.net/cigarette/namibie/windhoek/,detail
Bluefields,ville,Nicaragua,nicaragua,Marlboro,2017-11-21,1.21,1,NIO,Cordoba,1.21,,,1,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/nicaragua/bluefields/,https://www.combien-coute.net/cigarette/nicaragua/bluefields/,detail
Boaco,ville,Nicaragua,nicaragua,Marlboro,2026-04-15,2.25,97,NIO,Cordoba,2.25,2.1,2.31,97,91,100,2026-04-15,2026,https://www.combien-coute.net/cigarette/nicaragua/boaco/,https://www.combien-coute.net/cigarette/nicaragua/boaco/,detail
Chichigalpa,ville,Nicaragua,nicaragua,Marlboro,2026-04-14,2.26,97,NIO,Cordoba,2.26,2.1,2.32,97,90,100,2026-04-14,2026,https://www.combien-coute.net/cigarette/nicaragua/chichigalpa/,https://www.combien-coute.net/cigarette/nicaragua/chichigalpa/,detail
Chinandega,ville,Nicaragua,nicaragua,Marlboro,2026-04-13,2.28,98,NIO,Cordoba,2.28,2.12,2.34,98,91,101,2026-04-13,2026,https://www.combien-coute.net/cigarette/nicaragua/chinandega/,https://www.combien-coute.net/cigarette/nicaragua/chinandega/,detail
Esteli,ville,Nicaragua,nicaragua,Marlboro,2026-04-15,2.25,97,NIO,Cordoba,2.25,2.1,2.31,97,91,100,2026-04-15,2026,https://www.combien-coute.net/cigarette/nicaragua/esteli/,https://www.combien-coute.net/cigarette/nicaragua/esteli/,detail
Granada,ville,Nicaragua,nicaragua,Marlboro,2017-11-20,5,5,NIO,Cordoba,5,5,5,5,5,5,2017-11-20,2026,https://www.combien-coute.net/cigarette/nicaragua/granada/,https://www.combien-coute.net/cigarette/nicaragua/granada/,detail
Jinotega,ville,Nicaragua,nicaragua,Marlboro,2026-04-29,2.86,123,NIO,Cordoba,2.86,,,123,,,2026-04-29,2026,https://www.combien-coute.net/cigarette/nicaragua/jinotega/,https://www.combien-coute.net/cigarette/nicaragua/jinotega/,detail
Managua,ville,Nicaragua,nicaragua,Marlboro,2026-04-18,2.26,98,NIO,Cordoba,2.26,2.1,2.32,98,91,101,2026-04-18,2026,https://www.combien-coute.net/cigarette/nicaragua/managua/,https://www.combien-coute.net/cigarette/nicaragua/managua/,detail
Masaya,ville,Nicaragua,nicaragua,Marlboro,2025-12-11,2.27,97,NIO,Cordoba,2.27,2.12,2.33,97,91,100,2025-12-11,2026,https://www.combien-coute.net/cigarette/nicaragua/masaya/,https://www.combien-coute.net/cigarette/nicaragua/masaya/,detail
Matagalpa,ville,Nicaragua,nicaragua,Marlboro,2026-04-15,2.25,97,NIO,Cordoba,2.25,2.1,2.54,97,91,110,2026-04-15,2026,https://www.combien-coute.net/cigarette/nicaragua/matagalpa/,https://www.combien-coute.net/cigarette/nicaragua/matagalpa/,detail
Nandaime,ville,Nicaragua,nicaragua,Marlboro,2026-04-18,2.26,98,NIO,Cordoba,2.26,2.1,2.32,98,91,101,2026-04-18,2026,https://www.combien-coute.net/cigarette/nicaragua/nandaime/,https://www.combien-coute.net/cigarette/nicaragua/nandaime/,detail
Rivas,ville,Nicaragua,nicaragua,Marlboro,2026-04-13,2.28,98,NIO,Cordoba,2.28,2.12,2.34,98,91,101,2026-04-13,2026,https://www.combien-coute.net/cigarette/nicaragua/rivas/,https://www.combien-coute.net/cigarette/nicaragua/rivas/,detail
San Juan del Sur,ville,Nicaragua,nicaragua,Marlboro,2026-04-24,2.28,99,NIO,Cordoba,2.28,2.12,3.07,99,92,133,2026-04-24,2026,https://www.combien-coute.net/cigarette/nicaragua/san-juan-del-sur/,https://www.combien-coute.net/cigarette/nicaragua/san-juan-del-sur/,detail
San Marcos (Masaya),ville,Nicaragua,nicaragua,Marlboro,2017-11-21,5.11,6,NIO,Cordoba,5.11,3.41,5.97,6,4,7,2017-11-21,2026,https://www.combien-coute.net/cigarette/nicaragua/san-marcos-masaya/,https://www.combien-coute.net/cigarette/nicaragua/san-marcos-masaya/,detail
Niamey,ville,Niger,niger,Marlboro,2025-11-25,2.29,1502,F CFA (XOF),Franc CFA-BCEAO,2.29,2.29,2.29,1502,1502,1502,2025-11-25,2026,https://www.combien-coute.net/cigarette/niger/niamey/,https://www.combien-coute.net/cigarette/niger/niamey/,detail
Lille,ville,Nord de la France,france,Marlboro,2026-04-27,12.5,,,,12.5,12,18,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/france/lille/,https://www.combien-coute.net/cigarette/france/lille/,detail
Lille,ville,Nord de la France,nord-pas-de-calais,Marlboro,2026-04-27,12.5,,,,12.5,12,18,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/nord-pas-de-calais/lille/,https://www.combien-coute.net/cigarette/nord-pas-de-calais/lille/,detail
Valenciennes,ville,Nord de la France,nord-pas-de-calais,Marlboro,2026-04-28,12.5,,,,12.5,11,18,,,,2026-04-28,2026,https://www.combien-coute.net/cigarette/nord-pas-de-calais/valenciennes/,https://www.combien-coute.net/cigarette/nord-pas-de-calais/valenciennes/,detail
Caen (Calvados),ville,Normandie,normandie,Marlboro,2026-04-25,11.5,,,,11.5,11.5,13,,,,2026-04-25,2026,https://www.combien-coute.net/cigarette/normandie/caen/,https://www.combien-coute.net/cigarette/normandie/caen/,detail
Rouen (Seine-Maritime),ville,Normandie,normandie,Marlboro,2026-04-27,11.75,,,,11.75,10,13,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/normandie/rouen/,https://www.combien-coute.net/cigarette/normandie/rouen/,detail
le Havre,ville,Normandie,normandie,Marlboro,2026-04-23,10.3,,,,10.3,9.5,13,,,,2026-04-23,2026,https://www.combien-coute.net/cigarette/normandie/havre/,https://www.combien-coute.net/cigarette/normandie/havre/,detail
Arendal,ville,Norvège,norvege,Marlboro,2026-04-14,14.97,166,NOK,Couronne norvégienne,14.97,13.5,26.1,166,150,290,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/arendal/,https://www.combien-coute.net/cigarette/norvege/arendal/,detail
Bergen,ville,Norvège,norvege,Marlboro,2026-04-21,15.16,167,NOK,Couronne norvégienne,15.16,13.66,18.22,167,151,201,2026-04-21,2026,https://www.combien-coute.net/cigarette/norvege/bergen/,https://www.combien-coute.net/cigarette/norvege/bergen/,detail
Drammen,ville,Norvège,norvege,Marlboro,2026-04-13,14.28,160,NOK,Couronne norvégienne,14.28,12.54,17.02,160,140,190,2026-04-13,2026,https://www.combien-coute.net/cigarette/norvege/drammen/,https://www.combien-coute.net/cigarette/norvege/drammen/,detail
Drobak,ville,Norvège,norvege,Marlboro,2026-04-14,15.75,175,NOK,Couronne norvégienne,15.75,14.4,17.1,175,160,190,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/drobak/,https://www.combien-coute.net/cigarette/norvege/drobak/,detail
Egersund,ville,Norvège,norvege,Marlboro,2026-04-17,13.59,150,NOK,Couronne norvégienne,13.59,13.59,15.95,150,150,177,2026-04-17,2026,https://www.combien-coute.net/cigarette/norvege/egersund/,https://www.combien-coute.net/cigarette/norvege/egersund/,detail
Farsund,ville,Norvège,norvege,Marlboro,2026-04-14,9,100,NOK,Couronne norvégienne,9,9,15.84,100,100,176,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/farsund/,https://www.combien-coute.net/cigarette/norvege/farsund/,detail
Flekkefjord,ville,Norvège,norvege,Marlboro,2026-04-15,14.93,166,NOK,Couronne norvégienne,14.93,14.35,15.79,166,160,176,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/flekkefjord/,https://www.combien-coute.net/cigarette/norvege/flekkefjord/,detail
Forde,ville,Norvège,norvege,Marlboro,2017-11-21,10.27,100,NOK,Couronne norvégienne,10.27,,,100,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/norvege/forde/,https://www.combien-coute.net/cigarette/norvege/forde/,detail
Fredrikstad,ville,Norvège,norvege,Marlboro,2026-04-15,13.37,149,NOK,Couronne norvégienne,13.37,13.19,15.7,149,147,175,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/fredrikstad/,https://www.combien-coute.net/cigarette/norvege/fredrikstad/,detail
Geilo,ville,Norvège,norvege,Marlboro,2026-04-15,14.86,166,NOK,Couronne norvégienne,14.86,13.46,17.94,166,150,200,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/geilo/,https://www.combien-coute.net/cigarette/norvege/geilo/,detail
Halden,ville,Norvège,norvege,Marlboro,2026-04-15,13.01,145,NOK,Couronne norvégienne,13.01,13.01,17.04,145,145,190,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/halden/,https://www.combien-coute.net/cigarette/norvege/halden/,detail
Hamar,ville,Norvège,norvege,Marlboro,2026-04-16,15.79,176,NOK,Couronne norvégienne,15.79,14.44,17.15,176,161,191,2026-04-16,2026,https://www.combien-coute.net/cigarette/norvege/hamar/,https://www.combien-coute.net/cigarette/norvege/hamar/,detail
Harstad,ville,Norvège,norvege,Marlboro,2026-04-13,13.79,154,NOK,Couronne norvégienne,13.79,13.08,14.96,154,146,167,2026-04-13,2026,https://www.combien-coute.net/cigarette/norvege/harstad/,https://www.combien-coute.net/cigarette/norvege/harstad/,detail
Haugesund,ville,Norvège,norvege,Marlboro,2026-04-13,14.42,161,NOK,Couronne norvégienne,14.42,13.43,17.91,161,150,200,2026-04-13,2026,https://www.combien-coute.net/cigarette/norvege/haugesund/,https://www.combien-coute.net/cigarette/norvege/haugesund/,detail
Hemsedal,ville,Norvège,norvege,Marlboro,2026-04-30,15.29,167,NOK,Couronne norvégienne,15.29,13.78,18.37,167,150,201,2026-04-30,2026,https://www.combien-coute.net/cigarette/norvege/hemsedal/,https://www.combien-coute.net/cigarette/norvege/hemsedal/,detail
Honefoss,ville,Norvège,norvege,Marlboro,2026-04-15,13.46,150,NOK,Couronne norvégienne,13.46,13.46,17.04,150,150,190,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/honefoss/,https://www.combien-coute.net/cigarette/norvege/honefoss/,detail
Horten,ville,Norvège,norvege,Marlboro,2026-04-15,15.7,175,NOK,Couronne norvégienne,15.7,14.35,17.04,175,160,190,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/horten/,https://www.combien-coute.net/cigarette/norvege/horten/,detail
Jessheim,ville,Norvège,norvege,Marlboro,2026-04-15,15.7,175,NOK,Couronne norvégienne,15.7,14.35,17.04,175,160,190,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/jessheim/,https://www.combien-coute.net/cigarette/norvege/jessheim/,detail
Kongsberg,ville,Norvège,norvege,Marlboro,2026-04-14,15.3,170,NOK,Couronne norvégienne,15.3,13.5,17.1,170,150,190,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/kongsberg/,https://www.combien-coute.net/cigarette/norvege/kongsberg/,detail
Kongsvinger,ville,Norvège,norvege,Marlboro,2018-04-19,11.66,112,NOK,Couronne norvégienne,11.66,,,112,,,2018-04-19,2026,https://www.combien-coute.net/cigarette/norvege/kongsvinger/,https://www.combien-coute.net/cigarette/norvege/kongsvinger/,detail
Kristiansand,ville,Norvège,norvege,Marlboro,2026-04-26,14.65,160,NOK,Couronne norvégienne,14.65,12.82,18.31,160,140,200,2026-04-26,2026,https://www.combien-coute.net/cigarette/norvege/kristiansand/,https://www.combien-coute.net/cigarette/norvege/kristiansand/,detail
Kristiansund,ville,Norvège,norvege,Marlboro,2026-04-14,15.03,167,NOK,Couronne norvégienne,15.03,,,167,,,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/kristiansund/,https://www.combien-coute.net/cigarette/norvege/kristiansund/,detail
Larvik,ville,Norvège,norvege,Marlboro,2026-04-17,12.69,141,NOK,Couronne norvégienne,12.69,12.69,17.22,141,141,191,2026-04-17,2026,https://www.combien-coute.net/cigarette/norvege/larvik/,https://www.combien-coute.net/cigarette/norvege/larvik/,detail
Lillehammer,ville,Norvège,norvege,Marlboro,2026-04-16,12.63,141,NOK,Couronne norvégienne,12.63,12.63,15.79,141,141,176,2026-04-16,2026,https://www.combien-coute.net/cigarette/norvege/lillehammer/,https://www.combien-coute.net/cigarette/norvege/lillehammer/,detail
Mandal,ville,Norvège,norvege,Marlboro,2026-04-13,14.9,166,NOK,Couronne norvégienne,14.9,14.33,15.76,166,160,176,2026-04-13,2026,https://www.combien-coute.net/cigarette/norvege/mandal/,https://www.combien-coute.net/cigarette/norvege/mandal/,detail
Molde,ville,Norvège,norvege,Marlboro,2026-04-14,16.2,180,NOK,Couronne norvégienne,16.2,,,180,,,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/molde/,https://www.combien-coute.net/cigarette/norvege/molde/,detail
Moss,ville,Norvège,norvege,Marlboro,2026-04-14,13.05,145,NOK,Couronne norvégienne,13.05,12.6,17.1,145,140,190,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/moss/,https://www.combien-coute.net/cigarette/norvege/moss/,detail
Namsos,ville,Norvège,norvege,Marlboro,2017-11-21,10.27,100,NOK,Couronne norvégienne,10.27,,,100,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/norvege/namsos/,https://www.combien-coute.net/cigarette/norvege/namsos/,detail
Narvik,ville,Norvège,norvege,Marlboro,2026-04-27,14.09,154,NOK,Couronne norvégienne,14.09,13.35,18.29,154,146,200,2026-04-27,2026,https://www.combien-coute.net/cigarette/norvege/narvik/,https://www.combien-coute.net/cigarette/norvege/narvik/,detail
Notodden,ville,Norvège,norvege,Marlboro,2017-11-21,10.27,100,NOK,Couronne norvégienne,10.27,,,100,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/norvege/notodden/,https://www.combien-coute.net/cigarette/norvege/notodden/,detail
Oslo,ville,Norvège,norvege,Marlboro,2025-11-24,14.4,170,NOK,Couronne norvégienne,14.4,13.3,15.42,170,157,182,2025-11-24,2026,https://www.combien-coute.net/cigarette/norvege/oslo/,https://www.combien-coute.net/cigarette/norvege/oslo/,detail
Porsgrunn,ville,Norvège,norvege,Marlboro,2026-04-14,15.75,175,NOK,Couronne norvégienne,15.75,14.4,17.1,175,160,190,2026-04-14,2026,https://www.combien-coute.net/cigarette/norvege/porsgrunn/,https://www.combien-coute.net/cigarette/norvege/porsgrunn/,detail
Sandefjord,ville,Norvège,norvege,Marlboro,2026-04-15,13.81,154,NOK,Couronne norvégienne,13.81,13.46,17.04,154,150,190,2026-04-15,2026,https://www.combien-coute.net/cigarette/norvege/sandefjord/,https://www.combien-coute.net/cigarette/norvege/sandefjord/,detail
Sarpsborg,ville,Norvège,norvege,Marlboro,2024-11-27,11.95,139,NOK,Couronne norvégienne,11.95,,,139,,,2024-11-27,2026,https://www.combien-coute.net/cigarette/norvege/sarpsborg/,https://www.combien-coute.net/cigarette/norvege/sarpsborg/,detail
Skien,ville,Norvège,norvege,Marlboro,2026-04-13,15.67,175,NOK,Couronne norvégienne,15.67,14.33,18.63,175,160,208,2026-04-13,2026,https://www.combien-coute.net/cigarette/norvege/skien/,https://www.combien-coute.net/cigarette/norvege/skien/,detail
Stavanger,ville,Norvège,norvege,Marlboro,2026-05-01,15.31,167,NOK,Couronne norvégienne,15.31,14.72,16.19,167,160,176,2026-05-01,2026,https://www.combien-coute.net/cigarette/norvege/stavanger/,https://www.combien-coute.net/cigarette/norvege/stavanger/,detail
Trondheim,ville,Norvège,norvege,Marlboro,2026-05-01,15.31,167,NOK,Couronne norvégienne,15.31,12.88,16.1,167,140,176,2026-05-01,2026,https://www.combien-coute.net/cigarette/norvege/trondheim/,https://www.combien-coute.net/cigarette/norvege/trondheim/,detail
Bouloupari,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2024-01-11,16.76,2000,F CFP (XPF),franc pacifique,16.76,14.25,18.44,2000,1700,2200,2024-01-11,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/bouloupari/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/bouloupari/,detail
Bourail,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2017-11-21,9.22,1100,F CFP (XPF),franc pacifique,9.22,9.22,9.22,1100,1100,1100,2017-11-21,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/bourail/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/bourail/,detail
Dumbea,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2024-02-01,16.76,2000,F CFP (XPF),franc pacifique,16.76,14.25,18.44,2000,1700,2200,2024-02-01,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/dumbea/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/dumbea/,detail
Farino,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2024-01-19,16.76,2000,F CFP (XPF),franc pacifique,16.76,14.25,18.44,2000,1700,2200,2024-01-19,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/farino/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/farino/,detail
Nouméa,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2026-04-30,17.43,2085,F CFP (XPF),franc pacifique,17.43,15.08,19.69,2085,1804,2355,2026-04-30,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/noumea/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/noumea/,detail
Paita,ville,Nouvelle-Calédonie,nouvelle-caledonie,Marlboro,2024-01-11,16.76,2000,F CFP (XPF),franc pacifique,16.76,14.25,18.44,2000,1700,2200,2024-01-11,2026,https://www.combien-coute.net/cigarette/nouvelle-caledonie/paita/,https://www.combien-coute.net/cigarette/nouvelle-caledonie/paita/,detail
Ashburton,ville,Nouvelle-Zélande,nouvelle-zelande,Marlboro,2026-04-16,21.17,42,$ (NZD),dollar néo-zélandais,21.17,20.04,22.54,42,40,45,2026-04-16,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/ashburton/,https://www.combien-coute.net/cigarette/nouvelle-zelande/ashburton/,detail
Auckland,ville,Nouvelle-Zélande,nouvelle-zelande,Marlboro,2026-04-29,22.6,45,$ (NZD),dollar néo-zélandais,22.6,17.83,25.12,45,35,50,2026-04-29,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/auckland/,https://www.combien-coute.net/cigarette/nouvelle-zelande/auckland/,detail
Blenheim,ville,Nouvelle-Zélande,nouvelle-zelande,Marlboro,2026-04-15,21.01,42,$ (NZD),dollar néo-zélandais,21.01,20.01,22.51,42,40,45,2026-04-15,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/blenheim/,https://www.combien-coute.net/cigarette/nouvelle-zelande/blenheim/,detail
Christchurch (île du sud),ville,Nouvelle-Zélande,nouvelle-zelande,Marlboro,2026-04-30,21.12,42,$ (NZD),dollar néo-zélandais,21.12,19.99,22.49,42,40,45,2026-04-30,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/christchurch/,https://www.combien-coute.net/cigarette/nouvelle-zelande/christchurch/,detail
Dargaville,ville,Nouvelle-Zélande,nouvelle-zelande,Marlboro,2024-11-28,20.66,37,$ (NZD),dollar néo-zélandais,20.66,,,37,,,2024-11-28,2026,https://www.combien-coute.net/cigarette/nouvelle-zelande/dargaville/,https://www.combien-coute.net/cigarette/nouvelle-zelande/dargaville/,detail
